From,To,Reason,Transfer Date,Status At Transfer
MECF,ASCF,Placement Review,12-Nov-20,Remand - Accused
SHCF,Waikeria,Judicial,13-Nov-20,Remand - Accused
SHCF,Waikeria,Judicial,13-Nov-20,Remand - Accused
SHCF,Waikeria,Judicial,13-Nov-20,Remand - Convicted
Waikeria,SHCF,Population Management,13-Nov-20,Remand - Accused
NRCF,MECF,Placement Management,13-Nov-20,Remand - Accused
SHCF,Waikeria,Judicial,13-Nov-20,Remand - Accused
MECF,NRCF,Judicial,13-Nov-20,Remand - Accused
SHCF,Waikeria,Judicial,13-Nov-20,Remand - Accused
ASCF,Auckland,Placement Management,13-Nov-20,Sentenced (High)
Whanganui,Manawatu,Population Management,13-Nov-20,Sentenced
MECF,NRCF,Judicial,13-Nov-20,Remand - Accused
NRCF,MECF,Release,13-Nov-20,Sentenced (Low)
Waikeria,SHCF,Personal Request,13-Nov-20,Remand - Accused
Auckland,ASCF,Placement Review,13-Nov-20,Sentenced (High)
Hawkes Bay,MECF,Judicial,14-Nov-20,Remand - Accused
ASCF,Hawkes Bay,Accepted for Programme,16-Nov-20,Sentenced (Low Medium)
ASCF,Waikeria,Accepted for Programme,16-Nov-20,Sentenced (High)
MECF,NRCF,Judicial,16-Nov-20,Remand - Convicted
SHCF,MECF,Judicial,16-Nov-20,Remand - Accused
MECF,NRCF,Judicial,16-Nov-20,Remand - Accused
MECF,ASCF,Placement Review,16-Nov-20,Sentenced
MECF,ASCF,Placement Review,16-Nov-20,Sentenced
MECF,Waikeria,Judicial,16-Nov-20,Remand - Convicted
Auckland,NRCF,Placement Management,16-Nov-20,Sentenced (Low)
MECF,Hawkes Bay,Personal Request,16-Nov-20,Sentenced (Low)
MECF,ASCF,Placement Review,16-Nov-20,Sentenced
MECF,Rimutaka,Judicial,16-Nov-20,Remand - Accused
Christchurch,Rolleston,Placement Review,16-Nov-20,Sentenced (Low Medium)
MECF,ASCF,Placement Review,16-Nov-20,Sentenced
Waikeria,SHCF,Placement Management,16-Nov-20,Sentenced (Low Medium)
MECF,SHCF,Judicial,16-Nov-20,Remand - Accused
Waikeria,SHCF,Placement Management,16-Nov-20,Remand - Convicted
Auckland,Rimutaka,Accepted for Programme,16-Nov-20,Sentenced (Maximum)
Auckland,ASCF,Placement Review,16-Nov-20,Sentenced (Low)
OCF,MECF,Judicial,17-Nov-20,Remand - Accused
Tongariro,Manawatu,Judicial,17-Nov-20,Sentenced (Low Medium)
SHCF,Tongariro,Personal Request,17-Nov-20,Sentenced (Low Medium)
Waikeria,Manawatu,Accepted for Programme,17-Nov-20,Remand - Accused
Manawatu,Whanganui,Placement Management,17-Nov-20,
Hawkes Bay,Rimutaka,Placement Management,17-Nov-20,Remand - Accused
Manawatu,Christchurch,Placement Management,17-Nov-20,Sentenced
NRCF,ASCF,Placement Review,17-Nov-20,Remand - Accused
Whanganui,Rimutaka,Population Management,17-Nov-20,Remand - Accused
Waikeria,Hawkes Bay,Personal Request,17-Nov-20,Remand - Accused
OCF,Manawatu,Placement Review,17-Nov-20,Sentenced (High)
OCF,Christchurch,Placement Management,17-Nov-20,Sentenced
Waikeria,Hawkes Bay,Personal Request,17-Nov-20,Remand - Accused
SHCF,Waikeria,Judicial,17-Nov-20,Remand - Accused
Hawkes Bay,OCF,Personal Request,17-Nov-20,Sentenced (Low)
Whanganui,Rimutaka,Population Management,17-Nov-20,Remand - Accused
Whanganui,Manawatu,Population Management,17-Nov-20,Remand - Accused
Whanganui,Rimutaka,Population Management,17-Nov-20,Sentenced
Tongariro,Rolleston,Accepted for Programme,17-Nov-20,Sentenced (Low)
OCF,Rimutaka,Release,17-Nov-20,Sentenced (Low)
Whanganui,Rolleston,Accepted for Programme,17-Nov-20,Sentenced
Christchurch,OCF,Personal Request,17-Nov-20,Sentenced (Low)
OCF,Hawkes Bay,Population Management,17-Nov-20,Sentenced (Low Medium)
Manawatu,Rimutaka,Population Management,17-Nov-20,Remand - Accused
Christchurch,OCF,Judicial,17-Nov-20,Remand - Accused
Whanganui,Rimutaka,Population Management,17-Nov-20,Remand - Accused
Invercargill,OCF,Placement Management,18-Nov-20,Sentenced (Low Medium)
Tongariro,Waikeria,Medical,18-Nov-20,Sentenced (Minimum)
NRCF,ASCF,Placement Review,18-Nov-20,Sentenced
Waikeria,SHCF,Personal Request,18-Nov-20,Sentenced (High)
Rimutaka,Manawatu,Personal Request,18-Nov-20,Sentenced (High)
NRCF,MECF,Placement Management,18-Nov-20,Remand - Accused
MECF,NRCF,Judicial,18-Nov-20,Remand - Accused
NRCF,Waikeria,Release,18-Nov-20,Remand - Accused
Rimutaka,Manawatu,Judicial,18-Nov-20,Remand - Accused
Whanganui,ASCF,Placement Review,18-Nov-20,Sentenced (High)
Manawatu,Whanganui,Judicial,18-Nov-20,Remand - Accused
Rimutaka,Manawatu,Judicial,18-Nov-20,Remand - Accused
Whanganui,ASCF,Placement Review,18-Nov-20,Sentenced (High)
NRCF,MECF,Judicial,18-Nov-20,Remand - Accused
Whanganui,Hawkes Bay,Population Management,18-Nov-20,Remand - Convicted
MECF,NRCF,Judicial,18-Nov-20,Remand - Convicted
Whanganui,Hawkes Bay,Population Management,18-Nov-20,Sentenced (Low Medium)
Hawkes Bay,MECF,Judicial,18-Nov-20,Remand - Convicted
Waikeria,ASCF,Population Management,18-Nov-20,Sentenced (Low)
Rimutaka,Waikeria,Release,18-Nov-20,Remand - Accused
Christchurch,Rolleston,Placement Review,18-Nov-20,Sentenced
Waikeria,ASCF,Population Management,18-Nov-20,Sentenced (Low Medium)
OCF,Invercargill,Placement Review,18-Nov-20,Sentenced (Low Medium)
Manawatu,Hawkes Bay,Personal Request,18-Nov-20,Sentenced (Low Medium)
Manawatu,Hawkes Bay,Judicial,18-Nov-20,Remand - Accused
Hawkes Bay,Manawatu,Personal Request,18-Nov-20,Sentenced (Low)
Waikeria,ASCF,Population Management,18-Nov-20,Recall Outstanding
Whanganui,Waikeria,Placement Review,18-Nov-20,Sentenced (Low)
Whanganui,MECF,Release,18-Nov-20,Sentenced (Low)
Rimutaka,Whanganui,Judicial,18-Nov-20,Remand - Accused
Rimutaka,Manawatu,Judicial,18-Nov-20,Remand - Convicted
Whanganui,Waikeria,Release,18-Nov-20,Sentenced (Low)
Rimutaka,ASCF,Placement Review,19-Nov-20,Sentenced (High)
Whanganui,ASCF,Placement Review,19-Nov-20,Sentenced (Low)
Rimutaka,OCF,Personal Request,19-Nov-20,Sentenced (Low)
MECF,SHCF,Judicial,19-Nov-20,Remand - Accused
Arohata,ARWCF,Judicial,19-Nov-20,Sentenced (High)
Auckland,Christchurch,Judicial,19-Nov-20,Sentenced (Maximum)
Rolleston,NRCF,Release,19-Nov-20,Sentenced (Low)
Rolleston,Tongariro,Personal Request,19-Nov-20,Sentenced (Minimum)
Christchurch,MECF,Judicial,19-Nov-20,Remand - Accused
MECF,ASCF,Personal Request,19-Nov-20,Sentenced
MECF,ASCF,Placement Review,19-Nov-20,Sentenced
MECF,ASCF,Placement Review,19-Nov-20,Remand - Convicted
Rolleston,Tongariro,Placement Review,19-Nov-20,Sentenced (Minimum)
Rimutaka,Invercargill,Placement Review,19-Nov-20,Sentenced (High)
Auckland,Christchurch,Placement Review,19-Nov-20,Sentenced (Maximum)
Auckland,Rolleston,Accepted for Programme,19-Nov-20,Sentenced (Minimum)
Rimutaka,MECF,Release,19-Nov-20,Sentenced (High)
Rimutaka,Auckland,Accepted for Programme,19-Nov-20,Sentenced (Minimum)
MECF,Waikeria,Placement Management,19-Nov-20,Remand - Accused
Auckland,OCF,Release,19-Nov-20,Sentenced (Low)
Christchurch,Rimutaka,Release,19-Nov-20,Sentenced (High)
Christchurch,Hawkes Bay,Judicial,19-Nov-20,Remand - Accused
Rimutaka,Auckland,Accepted for Programme,19-Nov-20,Sentenced (Minimum)
Auckland,Christchurch,Judicial,19-Nov-20,Sentenced (Maximum)
MECF,ASCF,Placement Review,19-Nov-20,Sentenced (Low Medium)
Rimutaka,NRCF,Personal Request,19-Nov-20,Sentenced (Low)
Rimutaka,Auckland,Accepted for Programme,19-Nov-20,Sentenced
ARWCF,Arohata,Judicial,19-Nov-20,Remand - Accused
Christchurch,Tongariro,Release,19-Nov-20,Sentenced (Minimum)
Rimutaka,ASCF,Placement Review,19-Nov-20,Sentenced (Low Medium)
MECF,ASCF,Placement Review,19-Nov-20,Sentenced
MECF,ASCF,Placement Review,19-Nov-20,Sentenced (High)
Rimutaka,Rolleston,Placement Management,19-Nov-20,Sentenced (Low)
MECF,Waikeria,Judicial,19-Nov-20,Remand - Convicted
Waikeria,SHCF,Personal Request,20-Nov-20,Sentenced (Low Medium)
MECF,NRCF,Judicial,20-Nov-20,Remand - Accused
Waikeria,MECF,Judicial,20-Nov-20,Remand - Accused
NRCF,MECF,Release,20-Nov-20,Sentenced (Low Medium)
NRCF,MECF,Medical,20-Nov-20,Sentenced (Low)
Waikeria,SHCF,Judicial,20-Nov-20,Remand - Convicted
NRCF,Whanganui,Placement Management,20-Nov-20,Sentenced (Low Medium)
ASCF,Auckland,Placement Management,23-Nov-20,Sentenced (High)
MECF,ASCF,Placement Review,23-Nov-20,Remand - Convicted
ASCF,Tongariro,Personal Request,23-Nov-20,Sentenced (Low)
NRCF,Auckland,Placement Management,23-Nov-20,Sentenced (Low Medium)
NRCF,MECF,Judicial,23-Nov-20,Remand - Accused
MECF,NRCF,Judicial,23-Nov-20,Remand - Accused
MECF,NRCF,Judicial,23-Nov-20,Remand - Accused
Christchurch,Rolleston,Population Management,23-Nov-20,Remand - Accused
NRCF,Auckland,Accepted for Programme,23-Nov-20,Sentenced (Low)
ASCF,Auckland,Placement Management,23-Nov-20,Sentenced (High)
Waikeria,MECF,Judicial,23-Nov-20,Remand - Accused
Christchurch,Rolleston,Placement Review,23-Nov-20,Sentenced
Auckland,ASCF,Placement Review,23-Nov-20,Remand - Convicted
ASCF,Auckland,Placement Management,23-Nov-20,Sentenced (High)
NRCF,Auckland,Placement Management,23-Nov-20,Remand - Accused
Christchurch,Rolleston,Personal Request,23-Nov-20,Remand - Accused
ASCF,Hawkes Bay,Accepted for Programme,23-Nov-20,Sentenced (High)
Auckland,NRCF,Placement Management,23-Nov-20,Sentenced (Minimum)
ASCF,Auckland,Placement Management,23-Nov-20,Sentenced (High)
ASCF,Auckland,Placement Management,23-Nov-20,Sentenced (High)
ASCF,Hawkes Bay,Accepted for Programme,23-Nov-20,Sentenced (Low)
Auckland,Hawkes Bay,Judicial,23-Nov-20,Remand - Accused
ASCF,Rimutaka,Accepted for Programme,23-Nov-20,Sentenced (High)
Hawkes Bay,Tongariro,Placement Management,24-Nov-20,Sentenced (Low Medium)
Hawkes Bay,Manawatu,Judicial,24-Nov-20,Remand - Convicted
Hawkes Bay,Tongariro,Placement Management,24-Nov-20,Sentenced
Whanganui,Manawatu,Population Management,24-Nov-20,Remand - Convicted
Manawatu,Rimutaka,Judicial,24-Nov-20,Remand - Accused
SHCF,Hawkes Bay,Release,24-Nov-20,Sentenced (Minimum)
Hawkes Bay,Tongariro,Population Management,24-Nov-20,Remand - Accused
OCF,Christchurch,Placement Review,24-Nov-20,Sentenced (Minimum)
Manawatu,Rimutaka,Personal Request,24-Nov-20,In Transit
Whanganui,Manawatu,Population Management,24-Nov-20,Remand - Accused
Christchurch,Invercargill,Personal Request,24-Nov-20,Remand - Accused
Christchurch,OCF,Judicial,24-Nov-20,Remand - Convicted
ASCF,MECF,Judicial,25-Nov-20,Sentenced (High)
Whanganui,Hawkes Bay,Placement Review,25-Nov-20,Sentenced (Low)
Invercargill,OCF,Judicial,25-Nov-20,Remand - Accused
Rimutaka,Whanganui,Judicial,25-Nov-20,Sentenced (High)
Rimutaka,Whanganui,Judicial,25-Nov-20,Remand - Accused
Rimutaka,Whanganui,Judicial,25-Nov-20,Remand - Accused
Manawatu,NRCF,Judicial,25-Nov-20,Remand - Accused
Rimutaka,Whanganui,Judicial,25-Nov-20,Remand - Accused
Whanganui,Hawkes Bay,Population Management,25-Nov-20,Remand - Accused
Whanganui,Manawatu,Population Management,25-Nov-20,Remand - Accused
Rimutaka,Whanganui,Personal Request,25-Nov-20,Remand - Accused
NRCF,SHCF,Accepted for Programme,25-Nov-20,Sentenced
NRCF,MECF,Judicial,25-Nov-20,Remand - Accused
Rimutaka,Whanganui,Placement Review,25-Nov-20,Sentenced (Minimum)
Rimutaka,Whanganui,Judicial,25-Nov-20,Remand - Accused
Rimutaka,Waikeria,Judicial,25-Nov-20,Remand - Convicted
OCF,Invercargill,Placement Review,25-Nov-20,Sentenced (Low Medium)
Hawkes Bay,ASCF,Placement Review,25-Nov-20,Sentenced (Low)
NRCF,ASCF,Placement Review,25-Nov-20,Sentenced (Minimum)
Whanganui,Hawkes Bay,Population Management,25-Nov-20,Remand - Accused
MECF,NRCF,Judicial,25-Nov-20,Remand - Accused
Whanganui,Waikeria,Release,25-Nov-20,Sentenced
Manawatu,Whanganui,Judicial,25-Nov-20,Remand - Accused
Waikeria,MECF,Judicial,25-Nov-20,Remand - Accused
Invercargill,OCF,Personal Request,25-Nov-20,Remand - Accused
MECF,ASCF,Placement Review,26-Nov-20,Sentenced
SHCF,ASCF,Population Management,26-Nov-20,Remand - Accused
MECF,ASCF,Placement Review,26-Nov-20,Sentenced
Manawatu,Hawkes Bay,Placement Management,26-Nov-20,Remand - Accused
ASCF,Auckland,Placement Review,26-Nov-20,Sentenced (Low Medium)
ASCF,SHCF,Accepted for Programme,26-Nov-20,Sentenced (High)
ASCF,Waikeria,Accepted for Programme,26-Nov-20,Sentenced (Low)
SHCF,ASCF,Population Management,26-Nov-20,Sentenced
ASCF,SHCF,Accepted for Programme,26-Nov-20,Sentenced (High)
ASCF,Waikeria,Accepted for Programme,26-Nov-20,Sentenced (High)
MECF,Auckland,Placement Management,26-Nov-20,Remand - Accused
Auckland,ASCF,Placement Review,26-Nov-20,Sentenced (Low)
ASCF,NRCF,Accepted for Programme,26-Nov-20,Sentenced (High)
MECF,SHCF,Judicial,26-Nov-20,Remand - Convicted
SHCF,ASCF,Population Management,26-Nov-20,Sentenced
Auckland,Waikeria,Personal Request,26-Nov-20,Sentenced (High)
Manawatu,Hawkes Bay,Placement Management,26-Nov-20,Sentenced
SHCF,MECF,Release,26-Nov-20,Sentenced
ASCF,NRCF,Accepted for Programme,26-Nov-20,Sentenced (High)
SHCF,ASCF,Population Management,26-Nov-20,Remand - Accused
MECF,ASCF,Placement Review,26-Nov-20,Sentenced
SHCF,ASCF,Population Management,26-Nov-20,Sentenced
Auckland,SHCF,Placement Review,26-Nov-20,Sentenced (Minimum)
SHCF,ASCF,Population Management,26-Nov-20,Remand - Accused
SHCF,NRCF,Release,26-Nov-20,Remand - Convicted
MECF,ASCF,Placement Review,26-Nov-20,Sentenced
SHCF,ASCF,Population Management,26-Nov-20,Sentenced
MECF,ASCF,Placement Review,26-Nov-20,Sentenced (Low Medium)
NRCF,MECF,Judicial,27-Nov-20,Remand - Accused
MECF,ASCF,Placement Review,27-Nov-20,Sentenced
NRCF,MECF,Placement Management,27-Nov-20,Remand - Accused
MECF,NRCF,Judicial,27-Nov-20,Remand - Accused
NRCF,SHCF,Judicial,27-Nov-20,Remand - Accused
Waikeria,ASCF,Population Management,27-Nov-20,Sentenced
Waikeria,ASCF,Placement Review,27-Nov-20,Sentenced (Low Medium)
Waikeria,SHCF,Personal Request,27-Nov-20,Sentenced
SHCF,Auckland,Placement Management,27-Nov-20,Sentenced
NRCF,MECF,Judicial,27-Nov-20,Remand - Accused
NRCF,MECF,Placement Management,27-Nov-20,Remand - Accused
SHCF,Waikeria,Judicial,27-Nov-20,Remand - Accused
MECF,NRCF,Judicial,27-Nov-20,Remand - Accused
Christchurch Womens,ARWCF,Judicial,27-Nov-20,Remand - Accused
Waikeria,ASCF,Placement Review,27-Nov-20,Sentenced (Low Medium)
MECF,NRCF,Judicial,27-Nov-20,Remand - Accused
Rimutaka,Waikeria,Judicial,27-Nov-20,Remand - Accused
MECF,Tongariro,Placement Review,30-Nov-20,Sentenced
MECF,Tongariro,Placement Review,30-Nov-20,Sentenced
SHCF,MECF,Release,30-Nov-20,Sentenced (Low Medium)
MECF,NRCF,Release,30-Nov-20,Sentenced
MECF,ASCF,Personal Request,30-Nov-20,Sentenced
MECF,NRCF,Judicial,30-Nov-20,Remand - Convicted
NRCF,MECF,Release,30-Nov-20,Sentenced (Low)
MECF,ASCF,Placement Review,30-Nov-20,Remand - Accused
MECF,Tongariro,Placement Review,30-Nov-20,Sentenced
MECF,Auckland,Placement Management,30-Nov-20,Remand - Accused
NRCF,MECF,Release,30-Nov-20,Sentenced (Low)
SHCF,ASCF,Placement Review,30-Nov-20,Sentenced (Minimum)
Auckland,ASCF,Personal Request,30-Nov-20,Sentenced (High)
MECF,ASCF,Personal Request,30-Nov-20,Sentenced
SHCF,ASCF,Placement Review,30-Nov-20,Sentenced (High)
NRCF,Auckland,Placement Management,30-Nov-20,Sentenced (High)
Auckland,Whanganui,Accepted for Programme,30-Nov-20,Sentenced (High)
NRCF,MECF,Judicial,30-Nov-20,Remand - Accused
NRCF,MECF,Judicial,30-Nov-20,Remand - Accused
Auckland,NRCF,Judicial,30-Nov-20,Remand - Accused
MECF,Auckland,Placement Review,30-Nov-20,Remand - Convicted
MECF,ASCF,Placement Review,30-Nov-20,Sentenced
MECF,Rimutaka,Release,30-Nov-20,Remand - Accused
MECF,ASCF,Placement Review,30-Nov-20,Sentenced
ASCF,Waikeria,Accepted for Programme,30-Nov-20,Sentenced (Low)
MECF,SHCF,Medical,30-Nov-20,Remand - Accused
Auckland,SHCF,Accepted for Programme,30-Nov-20,Sentenced (Maximum)
SHCF,MECF,Placement Review,30-Nov-20,Remand - Convicted
OCF,Manawatu,Placement Review,1-Dec-20,Sentenced (High)
Whanganui,Rimutaka,Accepted for Programme,1-Dec-20,Remand - Accused
Hawkes Bay,Whanganui,Judicial,1-Dec-20,Remand - Accused
Waikeria,Whanganui,Accepted for Programme,1-Dec-20,Remand - Accused
Hawkes Bay,Whanganui,Accepted for Programme,1-Dec-20,Sentenced (Low Medium)
OCF,SHCF,Placement Review,1-Dec-20,Sentenced (High)
OCF,Christchurch,Release,1-Dec-20,Sentenced (High)
SHCF,Waikeria,Judicial,1-Dec-20,Remand - Accused
SHCF,Waikeria,Judicial,1-Dec-20,Sentenced (Minimum)
SHCF,Waikeria,Placement Management,1-Dec-20,Remand - Convicted
Hawkes Bay,Manawatu,Medical,1-Dec-20,Remand - Accused
Waikeria,Hawkes Bay,Accepted for Programme,1-Dec-20,Sentenced (Low Medium)
Hawkes Bay,Waikeria,Release,1-Dec-20,Sentenced (Low Medium)
Hawkes Bay,Waikeria,Judicial,1-Dec-20,Remand - Accused
Whanganui,Rimutaka,Population Management,1-Dec-20,Remand - Accused
Whanganui,Rimutaka,Population Management,1-Dec-20,Recall Outstanding
SHCF,Waikeria,Judicial,1-Dec-20,Remand - Accused
SHCF,Hawkes Bay,Accepted for Programme,1-Dec-20,Remand - Accused
Hawkes Bay,Whanganui,Accepted for Programme,1-Dec-20,Sentenced
SHCF,Hawkes Bay,Accepted for Programme,1-Dec-20,Sentenced (Low Medium)
OCF,Rimutaka,Placement Review,1-Dec-20,Recall Outstanding
Hawkes Bay,Rolleston,Accepted for Programme,1-Dec-20,Sentenced (Low Medium)
Whanganui,Rimutaka,Population Management,1-Dec-20,Remand - Convicted
OCF,Rimutaka,Placement Review,1-Dec-20,Sentenced (High)
Waikeria,Rimutaka,Medical,1-Dec-20,Remand - Convicted
Waikeria,Tongariro,Personal Request,1-Dec-20,Sentenced
Whanganui,Rimutaka,Population Management,1-Dec-20,Remand - Accused
OCF,SHCF,Placement Review,1-Dec-20,Sentenced (High)
Waikeria,Whanganui,Accepted for Programme,1-Dec-20,Sentenced
ASCF,Auckland,Placement Management,1-Dec-20,Sentenced (High)
Whanganui,Manawatu,Population Management,1-Dec-20,Remand - Convicted
OCF,Christchurch,Judicial,1-Dec-20,Remand - Accused
Whanganui,Manawatu,Population Management,1-Dec-20,Remand - Accused
Manawatu,Rimutaka,Medical,1-Dec-20,Remand - Accused
Tongariro,Hawkes Bay,Accepted for Programme,1-Dec-20,Sentenced (Low Medium)
SHCF,Hawkes Bay,Accepted for Programme,1-Dec-20,Sentenced (High)
OCF,Manawatu,Release,1-Dec-20,Sentenced
SHCF,Waikeria,Judicial,1-Dec-20,Remand - Convicted
Waikeria,Whanganui,Accepted for Programme,1-Dec-20,Remand - Accused
Whanganui,Manawatu,Placement Review,1-Dec-20,Sentenced
Whanganui,Manawatu,Population Management,2-Dec-20,Remand - Convicted
Rimutaka,MECF,Judicial,2-Dec-20,Remand - Accused
Rimutaka,Waikeria,Judicial,2-Dec-20,Remand - Accused
Rimutaka,Manawatu,Judicial,2-Dec-20,Remand - Accused
Rimutaka,Whanganui,Accepted for Programme,2-Dec-20,Sentenced (High)
Rimutaka,MECF,Judicial,2-Dec-20,Remand - Convicted
Rimutaka,Whanganui,Judicial,2-Dec-20,Remand - Accused
